step,group,bin,active_count,limiter_count,limiter_fraction,raw_delta_p95,raw_delta_p99,limiter_ratio_p50
100,c_x_tangent:c_0p05_0p10,t_0p005_0p01,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p05_0p10,t_0p01_0p025,56,0,0.0,0.08675003892940004,0.08675003963519526,0.28156604730358364
100,c_x_tangent:c_0p05_0p10,t_0p025_0p05,140,0,0.0,0.185260092734834,0.18526010098867196,0.04495727116400414
100,c_x_tangent:c_0p05_0p10,t_0p05_0p10,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p05_0p10,t_0p10_inf,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p10_0p30,t_0_0p005,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p10_0p30,t_0p005_0p01,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p10_0p30,t_0p01_0p025,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p10_0p30,t_0p025_0p05,24,0,0.0,0.20508063337717747,0.20508063348793917,0.10785573607625379
100,c_x_tangent:c_0p10_0p30,t_0p05_0p10,188,0,0.0,0.35053113215032056,0.3736059458358655,0.08205657409684389
100,c_x_tangent:c_0p10_0p30,t_0p10_inf,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p30_0p70,t_0_0p005,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p30_0p70,t_0p005_0p01,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p30_0p70,t_0p01_0p025,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p30_0p70,t_0p025_0p05,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p30_0p70,t_0p05_0p10,128,0,0.0,0.41758628949392207,0.4175863045684271,0.07609279199137692
100,c_x_tangent:c_0p30_0p70,t_0p10_inf,52,0,0.0,0.4782053363107294,0.47820534347885885,0.09617924712401946
100,c_x_tangent:c_0p70_0p90,t_0_0p005,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p70_0p90,t_0p005_0p01,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p70_0p90,t_0p01_0p025,4,0,0.0,0.0874573669176853,0.08745736691768542,0.16528154958794167
100,c_x_tangent:c_0p70_0p90,t_0p025_0p05,8,0,0.0,0.18379872924708104,0.18379872924708104,0.09365494513158308
100,c_x_tangent:c_0p70_0p90,t_0p05_0p10,40,0,0.0,0.3629225722063408,0.36292257552950763,0.07532973994086475
100,c_x_tangent:c_0p70_0p90,t_0p10_inf,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p90_0p95,t_0_0p005,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p90_0p95,t_0p005_0p01,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p90_0p95,t_0p01_0p025,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p90_0p95,t_0p025_0p05,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p90_0p95,t_0p05_0p10,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p90_0p95,t_0p10_inf,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p95_1,t_0_0p005,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p95_1,t_0p005_0p01,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p95_1,t_0p01_0p025,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p95_1,t_0p025_0p05,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p95_1,t_0p05_0p10,0,0,nan,nan,nan,nan
100,c_x_tangent:c_0p95_1,t_0p10_inf,0,0,nan,nan,nan,nan
200,region,none_or_unknown,0,0,nan,nan,nan,nan
200,region,sphere_upper,840,0,0.0,0.5143648719534109,0.576379316875823,0.11885909874498493
200,region,sphere_lower90,0,0,nan,nan,nan,nan
200,region,sphere_bottom120,0,0,nan,nan,nan,nan
200,region,outer_or_other_wall,0,0,nan,nan,nan,nan
200,theta_zone,sphere11,840,0,0.0,0.5143648719534109,0.576379316875823,0.11885909874498493
200,theta_zone,outer90,0,0,nan,nan,nan,nan
200,theta_zone,fallback,0,0,nan,nan,nan,nan
200,c_bin,c_0_0p05,192,0,0.0,0.047127538501488944,0.07135945124029033,1.0
200,c_bin,c_0p05_0p10,180,0,0.0,0.16562475066192808,0.17612345173469565,0.11463901130520976
200,c_bin,c_0p10_0p30,216,0,0.0,0.34268302903637315,0.3575861059835593,0.12170657911156618
200,c_bin,c_0p30_0p70,184,0,0.0,0.576379316795421,0.5852816743761549,0.09224048941019533
200,c_bin,c_0p70_0p90,52,0,0.0,0.4579480030686086,0.45794800779505046,0.05934551780843985
200,c_bin,c_0p90_0p95,12,0,0.0,0.2261142188077078,0.22611421880770807,0.055689912154177984
200,c_bin,c_0p95_1,4,0,0.0,0.031830971758502864,0.031830971758502864,0.2173802697007118
200,tangent_bin,t_0_0p005,0,0,nan,nan,nan,nan
200,tangent_bin,t_0p005_0p01,28,0,0.0,0.002109723938219981,0.002109724031498007,1.0
200,tangent_bin,t_0p01_0p025,208,0,0.0,0.07135945088922373,0.07360363966561274,0.7451126999798978
200,tangent_bin,t_0p025_0p05,200,0,0.0,0.20378810551129029,0.22611420900858326,0.09322305287809685
200,tangent_bin,t_0p05_0p10,296,0,0.0,0.43616949385147324,0.4579480030686084,0.09453444957498311
200,tangent_bin,t_0p10_inf,108,0,0.0,0.5763793219399107,0.5852816786819486,0.08827594891255622
200,normal_agreement_bin,normal_0_0p5,0,0,nan,nan,nan,nan
200,normal_agreement_bin,normal_0p5_0p9,0,0,nan,nan,nan,nan
200,normal_agreement_bin,normal_0p9_0p99,220,0,0.0,0.5300881623253761,0.540576487206016,0.1881001434799253
200,normal_agreement_bin,normal_0p99_1p01,620,0,0.0,0.5132948796509973,0.5763793217376998,0.1087799177764007
200,c_x_tangent:c_0_0p05,t_0_0p005,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0_0p05,t_0p005_0p01,28,0,0.0,0.002109723938219981,0.002109724031498007,1.0
200,c_x_tangent:c_0_0p05,t_0p01_0p025,164,0,0.0,0.04712754836349367,0.07135945233249746,1.0
200,c_x_tangent:c_0_0p05,t_0p025_0p05,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0_0p05,t_0p05_0p10,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0_0p05,t_0p10_inf,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p05_0p10,t_0_0p005,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p05_0p10,t_0p005_0p01,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p05_0p10,t_0p01_0p025,40,0,0.0,0.07360363972885466,0.07360364093045083,0.28287947917724415
200,c_x_tangent:c_0p05_0p10,t_0p025_0p05,140,0,0.0,0.17612344226952215,0.1761234527736307,0.07407592522659408
200,c_x_tangent:c_0p05_0p10,t_0p05_0p10,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p05_0p10,t_0p10_inf,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p10_0p30,t_0_0p005,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p10_0p30,t_0p005_0p01,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p10_0p30,t_0p01_0p025,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p10_0p30,t_0p025_0p05,48,0,0.0,0.20378811256851254,0.2037881156295558,0.13138779399578288
200,c_x_tangent:c_0p10_0p30,t_0p05_0p10,168,0,0.0,0.34268303023075386,0.35758610728807494,0.11700587708312743
200,c_x_tangent:c_0p10_0p30,t_0p10_inf,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p30_0p70,t_0_0p005,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p30_0p70,t_0p005_0p01,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p30_0p70,t_0p01_0p025,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p30_0p70,t_0p025_0p05,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p30_0p70,t_0p05_0p10,76,0,0.0,0.4341386544235102,0.4341386573310586,0.10034121368024729
200,c_x_tangent:c_0p30_0p70,t_0p10_inf,108,0,0.0,0.5763793219399107,0.5852816786819486,0.08827594891255622
200,c_x_tangent:c_0p70_0p90,t_0_0p005,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p70_0p90,t_0p005_0p01,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p70_0p90,t_0p01_0p025,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p70_0p90,t_0p025_0p05,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p70_0p90,t_0p05_0p10,52,0,0.0,0.4579480030686086,0.45794800779505046,0.05934551780843985
200,c_x_tangent:c_0p70_0p90,t_0p10_inf,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p90_0p95,t_0_0p005,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p90_0p95,t_0p005_0p01,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p90_0p95,t_0p01_0p025,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p90_0p95,t_0p025_0p05,12,0,0.0,0.2261142188077078,0.22611421880770807,0.055689912154177984
200,c_x_tangent:c_0p90_0p95,t_0p05_0p10,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p90_0p95,t_0p10_inf,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p95_1,t_0_0p005,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p95_1,t_0p005_0p01,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p95_1,t_0p01_0p025,4,0,0.0,0.031830971758502864,0.031830971758502864,0.2173802697007118
200,c_x_tangent:c_0p95_1,t_0p025_0p05,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p95_1,t_0p05_0p10,0,0,nan,nan,nan,nan
200,c_x_tangent:c_0p95_1,t_0p10_inf,0,0,nan,nan,nan,nan
300,region,none_or_unknown,0,0,nan,nan,nan,nan
300,region,sphere_upper,848,0,0.0,0.5719591140289453,0.6360582832854509,0.12223291316217814
300,region,sphere_lower90,0,0,nan,nan,nan,nan
300,region,sphere_bottom120,0,0,nan,nan,nan,nan
300,region,outer_or_other_wall,0,0,nan,nan,nan,nan
300,theta_zone,sphere11,848,0,0.0,0.5719591140289453,0.6360582832854509,0.12223291316217814
300,theta_zone,outer90,0,0,nan,nan,nan,nan
300,theta_zone,fallback,0,0,nan,nan,nan,nan
300,c_bin,c_0_0p05,200,0,0.0,0.051035202137314085,0.06255149291478246,1.0
300,c_bin,c_0p05_0p10,172,0,0.0,0.16638045369354207,0.17724321666238585,0.09860472714850128
300,c_bin,c_0p10_0p30,224,0,0.0,0.37211205869721853,0.40274372607508757,0.12590131752620842
300,c_bin,c_0p30_0p70,160,0,0.0,0.6360582833253484,0.6393086472815487,0.08471461880305066
300,c_bin,c_0p70_0p90,60,0,0.0,0.4477377715788985,0.44773777209840077,0.06411037752011284
300,c_bin,c_0p90_0p95,20,0,0.0,0.26807732033104276,0.2680773203310434,0.038869419049564646
300,c_bin,c_0p95_1,12,0,0.0,0.061785376154667414,0.061785376154667414,0.09531802299828293
300,tangent_bin,t_0_0p005,0,0,nan,nan,nan,nan
300,tangent_bin,t_0p005_0p01,40,0,0.0,0.002813241505463259,0.002813242474479639,1.0
300,tangent_bin,t_0p01_0p025,220,0,0.0,0.0800094706418999,0.09571297186514582,0.7113283801454409
300,tangent_bin,t_0p025_0p05,168,0,0.0,0.18799726844906503,0.22179543623291514,0.09551521871927468
300,tangent_bin,t_0p05_0p10,300,0,0.0,0.44722886563952613,0.4477377715788984,0.11005147946420904
300,tangent_bin,t_0p10_inf,120,0,0.0,0.6360582841428475,0.6393086485103844,0.08245406335060762
300,normal_agreement_bin,normal_0_0p5,0,0,nan,nan,nan,nan
300,normal_agreement_bin,normal_0p5_0p9,0,0,nan,nan,nan,nan
300,normal_agreement_bin,normal_0p9_0p99,220,0,0.0,0.5857624045132227,0.5894730348632421,0.17682511547905416
300,normal_agreement_bin,normal_0p99_1p01,628,0,0.0,0.5360609555499191,0.636058284083398,0.11269484918815953
300,c_x_tangent:c_0_0p05,t_0_0p005,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0_0p05,t_0p005_0p01,40,0,0.0,0.002813241505463259,0.002813242474479639,1.0
300,c_x_tangent:c_0_0p05,t_0p01_0p025,160,0,0.0,0.05103520556698062,0.06255149365270841,0.8740349120278648
300,c_x_tangent:c_0_0p05,t_0p025_0p05,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0_0p05,t_0p05_0p10,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0_0p05,t_0p10_inf,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p05_0p10,t_0_0p005,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p05_0p10,t_0p005_0p01,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p05_0p10,t_0p01_0p025,56,0,0.0,0.09571297186514564,0.0957129771521105,0.27971748482667824
300,c_x_tangent:c_0p05_0p10,t_0p025_0p05,116,0,0.0,0.17724320943737454,0.17724321896500866,0.09500971235810939
300,c_x_tangent:c_0p05_0p10,t_0p05_0p10,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p05_0p10,t_0p10_inf,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p10_0p30,t_0_0p005,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p10_0p30,t_0p005_0p01,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p10_0p30,t_0p01_0p025,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p10_0p30,t_0p025_0p05,32,0,0.0,0.18799726609840633,0.18799726844906503,0.19877541300587315
300,c_x_tangent:c_0p10_0p30,t_0p05_0p10,192,0,0.0,0.37211205982319345,0.40274372652596163,0.1171459524555069
300,c_x_tangent:c_0p10_0p30,t_0p10_inf,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p30_0p70,t_0_0p005,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p30_0p70,t_0p005_0p01,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p30_0p70,t_0p01_0p025,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p30_0p70,t_0p025_0p05,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p30_0p70,t_0p05_0p10,40,0,0.0,0.4313508049167035,0.43135080603199305,0.11243411683619385
300,c_x_tangent:c_0p30_0p70,t_0p10_inf,120,0,0.0,0.6360582841428475,0.6393086485103844,0.08245406335060762
300,c_x_tangent:c_0p70_0p90,t_0_0p005,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p70_0p90,t_0p005_0p01,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p70_0p90,t_0p01_0p025,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p70_0p90,t_0p025_0p05,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p70_0p90,t_0p05_0p10,60,0,0.0,0.4477377715788985,0.44773777209840077,0.06411037752011284
300,c_x_tangent:c_0p70_0p90,t_0p10_inf,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p90_0p95,t_0_0p005,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p90_0p95,t_0p005_0p01,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p90_0p95,t_0p01_0p025,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p90_0p95,t_0p025_0p05,12,0,0.0,0.2217954369261908,0.22179543692619144,0.035738212841387854
300,c_x_tangent:c_0p90_0p95,t_0p05_0p10,8,0,0.0,0.26807732033104326,0.26807732033104353,0.038869419415472235
300,c_x_tangent:c_0p90_0p95,t_0p10_inf,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p95_1,t_0_0p005,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p95_1,t_0p005_0p01,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p95_1,t_0p01_0p025,4,0,0.0,0.0033653380557680753,0.003365338055768103,1.0
300,c_x_tangent:c_0p95_1,t_0p025_0p05,8,0,0.0,0.061785376154667414,0.061785376154667414,0.09531801719383483
300,c_x_tangent:c_0p95_1,t_0p05_0p10,0,0,nan,nan,nan,nan
300,c_x_tangent:c_0p95_1,t_0p10_inf,0,0,nan,nan,nan,nan
400,region,none_or_unknown,0,0,nan,nan,nan,nan
400,region,sphere_upper,848,0,0.0,0.6092331723823416,0.6578852431100293,0.12718582639690718
400,region,sphere_lower90,0,0,nan,nan,nan,nan
400,region,sphere_bottom120,0,0,nan,nan,nan,nan
400,region,outer_or_other_wall,0,0,nan,nan,nan,nan
400,theta_zone,sphere11,848,0,0.0,0.6092331723823416,0.6578852431100293,0.12718582639690718
400,theta_zone,outer90,0,0,nan,nan,nan,nan
400,theta_zone,fallback,0,0,nan,nan,nan,nan
400,c_bin,c_0_0p05,200,0,0.0,0.05702989210586293,0.05850072466462677,1.0
400,c_bin,c_0p05_0p10,160,0,0.0,0.17452221588919636,0.1846108837725209,0.11439999491690181
400,c_bin,c_0p10_0p30,228,0,0.0,0.3905857429946833,0.3993951345740278,0.12718582974325965
400,c_bin,c_0p30_0p70,152,0,0.0,0.6588412884562933,0.6600097972159342,0.08108406136362467
400,c_bin,c_0p70_0p90,76,0,0.0,0.4403777868680979,0.4403777886528276,0.0648458457181475
400,c_bin,c_0p90_0p95,16,0,0.0,0.23276417504771987,0.2327641750477207,0.03526902583308251
400,c_bin,c_0p95_1,16,0,0.0,0.09255831135698066,0.09255831135698174,0.20096618740815897
400,tangent_bin,t_0_0p005,0,0,nan,nan,nan,nan
400,tangent_bin,t_0p005_0p01,44,0,0.0,0.0034892589497093375,0.003489265919111192,1.0
400,tangent_bin,t_0p01_0p025,224,0,0.0,0.08186764796495125,0.09283982965839939,0.719262633844002
400,tangent_bin,t_0p025_0p05,168,0,0.0,0.2051095209338505,0.23276417490892842,0.10662343721872919
400,tangent_bin,t_0p05_0p10,284,0,0.0,0.4229588993685146,0.42565715177547003,0.11425374617209154
400,tangent_bin,t_0p10_inf,128,0,0.0,0.6600097883239496,0.6600097973154994,0.07858120530598449
400,normal_agreement_bin,normal_0_0p5,0,0,nan,nan,nan,nan
400,normal_agreement_bin,normal_0p5_0p9,0,0,nan,nan,nan,nan
400,normal_agreement_bin,normal_0p9_0p99,220,0,0.0,0.6111451606386025,0.6125975152437834,0.16400276310232528
400,normal_agreement_bin,normal_0p99_1p01,628,0,0.0,0.5471891583431089,0.6600097883239497,0.12270442583603375
400,c_x_tangent:c_0_0p05,t_0_0p005,0,0,nan,nan,nan,nan
